Province,District,Commune Eng,Village ENG,District KH,Commune KH,Village,Code_District,Code Commune,Code Village,Province KH,Province Cod,Vil Lat,Vil Long,Dist Lat,Dist Long
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Srah Khtum,?????????????,???????,????????,104,10409,1040906,?????????????????,1,13.68562821,103.0359235,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Tabau,?????????????,???????,????,104,10409,1040907,?????????????????,1,13.68203123,103.0669351,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Kbal Khting,?????????????,???????,??????????,104,10409,1040908,?????????????????,1,13.71112151,103.0597459,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Smach,?????????????,???????,??????,104,10409,1040909,?????????????????,1,13.71555775,103.068815,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Boeng Veaeng,?????????????,???????,??????,104,10409,1040910,?????????????????,1,13.72251011,103.0830408,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Bantoat Baoh,?????????????,???????,??????????,104,10409,1040911,?????????????????,1,13.73313648,103.0642521,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Pring Kaong,?????????????,???????,????????,104,10409,1040912,?????????????????,1,13.72850278,103.0784715,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Khchas,?????????????,???????,??????,104,10409,1040913,?????????????????,1,13.68976906,103.1116279,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Khnhaer,?????????????,???????,?????,104,10409,1040914,?????????????????,1,13.67261234,103.1053502,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Khu Svay,?????????????,???????,???????,104,10409,1040915,?????????????????,1,13.68234627,103.1112804,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Khvav,?????????????,???????,?????,104,10409,1040916,?????????????????,1,13.6818114,103.1265358,13.617,103.25
Banteay Meanchey,Preah Netr Preah,Bos Sbov,Tbaeng,?????????????,???????,?????,104,10409,1040917,?????????????????,1,13.69353908,103.1236699,13.617,103.25
Banteay Meanchey,Ou Chrov,Changha,Boeng Seila,???????,?????,???????,105,10501,1050101,?????????????????,1,13.64895883,102.887964,13.65,102.567
Banteay Meanchey,Ou Chrov,Changha,Ta Chrueng,???????,?????,???????,105,10501,1050102,?????????????????,1,13.64646713,102.8893168,13.65,102.567
Banteay Meanchey,Ou Chrov,Changha,Ta Phaok,???????,?????,?????,105,10501,1050103,?????????????????,1,13.65090426,102.8861355,13.65,102.567
Banteay Meanchey,Ou Chrov,Changha,Paoy Voat,???????,?????,????????,105,10501,1050104,?????????????????,1,13.64644354,102.8865448,13.65,102.567
Banteay Meanchey,Ou Chrov,Changha,Chhuk,???????,?????,???,105,10501,1050105,?????????????????,1,13.67340159,102.8687456,13.65,102.567
Banteay Meanchey,Ou Chrov,Changha,Chrey,???????,?????,????,105,10501,1050106,?????????????????,1,13.66532468,102.8752871,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Yeang thmei,???????,???,???????,105,10502,1050201,?????????????????,1,13.61091974,102.7605104,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Mak Heun,???????,???,???????,105,10502,1050202,?????????????????,1,13.60560631,102.7685423,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Veang Muong,???????,???,???????,105,10502,1050203,?????????????????,1,13.6068235,102.778342,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Koub Kaeut,???????,???,??????,105,10502,1050204,?????????????????,1,13.60754896,102.7867423,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Khai Dan,???????,???,????,105,10502,1050205,?????????????????,1,13.60106308,102.7910614,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Naka Chhay,???????,???,???????,105,10502,1050206,?????????????????,1,13.60111987,102.8005394,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Koub Lech,???????,???,??????,105,10502,1050207,?????????????????,1,13.59963717,102.8055787,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Koub Cheung,???????,???,??????,105,10502,1050208,?????????????????,1,13.59623044,102.8210194,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Ou Chrov,???????,???,???????,105,10502,1050209,?????????????????,1,13.58143125,102.8068917,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Souriya Thmei,???????,???,??????????,105,10502,1050210,?????????????????,1,13.59379963,102.8376149,13.65,102.567
Banteay Meanchey,Ou Chrov,Koub,Koun Trei,???????,???,???????,105,10502,1050211,?????????????????,1,13.65980693,102.7616759,13.65,102.567
Banteay Meanchey,Ou Chrov,Kuttasat,Koub Touch,???????,???????,??????,105,10503,1050301,?????????????????,1,13.58559168,102.7485181,13.65,102.567
Banteay Meanchey,Ou Chrov,Kuttasat,Kaoh Char,???????,???????,??????,105,10503,1050302,?????????????????,1,13.58880072,102.7426589,13.65,102.567
Banteay Meanchey,Ou Chrov,Kuttasat,Kuttaksat,???????,???????,???????,105,10503,1050303,?????????????????,1,13.58482948,102.7642289,13.65,102.567
Banteay Meanchey,Ou Chrov,Kuttasat,Yeay At,???????,???????,?????,105,10503,1050304,?????????????????,1,13.54667575,102.7588781,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Banlech,???????,?????,??????,105,10505,1050501,?????????????????,1,13.53861383,102.8524027,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Neak Ta Chhor,???????,?????,????????,105,10505,1050502,?????????????????,1,13.54442051,102.8477416,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Samraong,???????,?????,?????,105,10505,1050503,?????????????????,1,13.55028009,102.845038,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Kampong Reab,???????,?????,????????,105,10505,1050504,?????????????????,1,13.5613423,102.8295403,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Thmei,???????,?????,????,105,10505,1050505,?????????????????,1,13.55735104,102.8361254,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Thmenh Trei,???????,?????,?????????,105,10505,1050506,?????????????????,1,13.56512999,102.8255432,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Bat Trang,???????,?????,????????,105,10505,1050507,?????????????????,1,13.56453805,102.8198401,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Anhchanh,???????,?????,??????,105,10505,1050508,?????????????????,1,13.55229447,102.8670587,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Voat,???????,?????,????,105,10505,1050509,?????????????????,1,13.55375334,102.8422634,13.65,102.567
Banteay Meanchey,Ou Chrov,Samraong,Kandal,???????,?????,??????,105,10505,1050510,?????????????????,1,13.55553707,102.8374442,13.65,102.567
Banteay Meanchey,Ou Chrov,Souphi,Souphi Cheung,???????,????,???????,105,10506,1050601,?????????????????,1,13.64416628,102.8320472,13.65,102.567
Banteay Meanchey,Ou Chrov,Souphi,Souphi Kandal,???????,????,??????????,105,10506,1050602,?????????????????,1,13.64235911,102.8320637,13.65,102.567
Banteay Meanchey,Ou Chrov,Souphi,Souphi Tboung,???????,????,?????????,105,10506,1050603,?????????????????,1,13.63965642,102.8330124,13.65,102.567
Banteay Meanchey,Ou Chrov,Souphi,Kouk Chak,???????,????,?????,105,10506,1050604,?????????????????,1,13.64521454,102.8486701,13.65,102.567
Banteay Meanchey,Ou Chrov,Souphi,Kouk Prich,???????,????,????????,105,10506,1050605,?????????????????,1,13.62664703,102.8209811,13.65,102.567
Banteay Meanchey,Ou Chrov,Soengh,Soengh Lech,???????,?????,????????,105,10507,1050701,?????????????????,1,13.70599312,102.8547081,13.65,102.567
Banteay Meanchey,Ou Chrov,Soengh,Roka,???????,?????,???,105,10507,1050702,?????????????????,1,13.70346509,102.8560066,13.65,102.567
Banteay Meanchey,Ou Chrov,Soengh,Anlong Svay,???????,?????,???????????,105,10507,1050703,?????????????????,1,13.7042734,102.8627371,13.65,102.567
Banteay Meanchey,Ou Chrov,Soengh,Soengh Tboung,???????,?????,??????????,105,10507,1050704,?????????????????,1,13.69910395,102.8605934,13.65,102.567
Banteay Meanchey,Ou Chrov,Soengh,Phkoam,???????,?????,?????,105,10507,1050705,?????????????????,1,13.68783535,102.8658431,13.65,102.567
Banteay Meanchey,Ou Chrov,Soengh,Pongro,???????,?????,????,105,10507,1050706,?????????????????,1,13.7137345,102.8357083,13.65,102.567
Banteay Meanchey,Ou Chrov,Soengh,Tnaot,???????,?????,?????,105,10507,1050707,?????????????????,1,13.71178286,102.8440077,13.65,102.567
Banteay Meanchey,Ou Chrov,Soengh,Kandal,???????,?????,??????,105,10507,1050708,?????????????????,1,13.72362728,102.8323639,13.65,102.567
Banteay Meanchey,Ou Chrov,Soengh,Run,???????,?????,???,105,10507,1050709,?????????????????,1,13.71317936,102.839392,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Banteay Thmei,???????,?????????,??????????,105,10509,1050901,?????????????????,1,13.76371112,102.7376911,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Chouk Chey,???????,?????????,??????,105,10509,1050902,?????????????????,1,13.76063019,102.7016133,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Ou Beichoan,???????,?????????,?????????,105,10509,1050903,?????????????????,1,13.77379294,102.7364571,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Prasat,???????,?????????,???????,105,10509,1050904,?????????????????,1,13.76026885,102.7436498,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Prey Chan,???????,?????????,????????,105,10509,1050905,?????????????????,1,13.81678677,102.7424317,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Preav Chas,???????,?????????,?????????,105,10509,1050906,?????????????????,1,13.70790009,102.7302691,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Seila Khmer,???????,?????????,?????????,105,10509,1050907,?????????????????,1,13.72610072,102.6569944,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Snuol Tret,???????,?????????,??????????,105,10509,1050908,?????????????????,1,13.70495254,102.7508332,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Thnal Bat,???????,?????????,????????,105,10509,1050909,?????????????????,1,13.77000192,102.7369003,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Tomnob Dach,???????,?????????,?????????,105,10509,1050910,?????????????????,1,13.74425894,102.6834343,13.65,102.567
Banteay Meanchey,Ou Chrov,Ou Beichoan,Yeang Dangkum,???????,?????????,????????,105,10509,1050911,?????????????????,1,13.75410583,102.7564656,13.65,102.567
Banteay Meanchey,Serei Saophoan,Kampong Svay,Kampong Svay,?????????,??????????,??????????,106,10602,1060201,?????????????????,1,13.59474008,102.9720008,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kampong Svay,Kangva,?????????,??????????,?????,106,10602,1060202,?????????????????,1,13.63299263,102.9628779,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kampong Svay,Phum Pir,?????????,??????????,???? ?,106,10602,1060203,?????????????????,1,13.61812832,102.9631161,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kampong Svay,Pongro,?????????,??????????,????,106,10602,1060204,?????????????????,1,13.62824306,102.9666794,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kampong Svay,Souphi,?????????,??????????,????,106,10602,1060205,?????????????????,1,13.61133465,102.9656135,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kampong Svay,Tarang Bal,?????????,??????????,?????????,106,10602,1060206,?????????????????,1,13.60378899,102.9836806,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kampong Svay,Kantuot,?????????,??????????,??????,106,10602,1060207,?????????????????,1,13.60378899,102.9836806,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kampong Svay,Kla Koun Chas,?????????,??????????,???????????,106,10602,1060208,?????????????????,1,13.60378899,102.9836806,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kampong Svay,Kla Koun Thmey,?????????,??????????,???????????,106,10602,1060209,?????????????????,1,13.60378899,102.9836806,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Kaoh Pong Satv,?????????,?????????,?????????,106,10603,1060301,?????????????????,1,13.58662327,103.016767,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Ta Sok,?????????,?????????,?????,106,10603,1060302,?????????????????,1,13.58681229,103.024637,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Preah Angk,?????????,?????????,????????,106,10603,1060303,?????????????????,1,13.58037092,103.029513,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Snay Dangkot,?????????,?????????,???????????,106,10603,1060304,?????????????????,1,13.58262081,103.0386224,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Angkear Bos,?????????,?????????,??????????,106,10603,1060305,?????????????????,1,13.58359702,103.0478532,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Mkak,Mkak,?????????,??????,??????,106,10604,1060401,?????????????????,1,13.66869634,102.9538102,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Mkak,Kbal Spean,?????????,??????,??????????,106,10604,1060402,?????????????????,1,13.66241645,102.9594094,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Mkak,Ta Ma,?????????,??????,?????,106,10604,1060403,?????????????????,1,13.68773404,102.9610398,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Mkak,Kouk Lieb,?????????,??????,??????,106,10604,1060404,?????????????????,1,13.67615299,102.9814722,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Mkak,Chhuk,?????????,??????,???,106,10604,1060405,?????????????????,1,13.66985739,102.9852227,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Mkak,Doun Lei,?????????,??????,?????,106,10604,1060406,?????????????????,1,13.66515023,102.9621583,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Mkak,Baek Chan,?????????,??????,??????,106,10604,1060407,?????????????????,1,13.6683202,102.9729255,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Ou Ambel,Saesen,?????????,????????,?????,106,10605,1060501,?????????????????,1,13.57948063,102.9725647,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Ou Ambel,Kourothan,?????????,????????,????????,106,10605,1060502,?????????????????,1,13.5870934,102.9663194,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Ou Ambel,Roung Masin,?????????,????????,??????????,106,10605,1060503,?????????????????,1,13.58627467,102.9612359,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Ou Ambel,Prohut,?????????,????????,??????,106,10605,1060504,?????????????????,1,13.57744975,102.9573665,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Ou Ambel,Ou Ambel,?????????,????????,????????,106,10605,1060505,?????????????????,1,13.5846122,102.9579704,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Phniet,Kantuot,?????????,?????,??????,106,10606,1060601,?????????????????,1,13.59503816,103.0089546,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Phniet,Kampring,?????????,?????,???????,106,10606,1060602,?????????????????,1,13.59061538,103.0210023,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Phniet,Phniet,?????????,?????,?????,106,10606,1060603,?????????????????,1,13.59162875,103.0348526,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Phniet,Neak Ta,?????????,?????,??????,106,10606,1060604,?????????????????,1,13.58715387,103.0404329,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Phniet,Phum Thmei,?????????,?????,????????,106,10606,1060605,?????????????????,1,13.58825366,103.0435282,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Phniet,Bangruh,?????????,?????,??????,106,10606,1060606,?????????????????,1,13.58007589,103.0598925,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Phniet,Sala Krau,?????????,?????,????????,106,10606,1060607,?????????????????,1,13.62336024,103.0475274,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Preah Ponlea,Chak,?????????,?????????,??,106,10607,1060701,?????????????????,1,13.59142284,102.988659,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Preah Ponlea,Phum Muoy,?????????,?????????,???? ?,106,10607,1060702,?????????????????,1,13.59058325,102.9764893,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Preah Ponlea,Phum Bei,?????????,?????????,???? ?,106,10607,1060703,?????????????????,1,13.58662959,102.9748414,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Preah Ponlea,Phum Buon,?????????,?????????,???? ?,106,10607,1060704,?????????????????,1,13.57730971,102.9790038,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Preah Ponlea,Prey Ruessei,?????????,?????????,?????????,106,10607,1060705,?????????????????,1,13.57765277,102.9823082,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Preah Ponlea,Preah Ponlea,?????????,?????????,?????????,106,10607,1060706,?????????????????,1,13.5858008,102.9840871,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Preah Ponlea,Kbal Spean,?????????,?????????,??????????,106,10607,1060707,?????????????????,1,13.56320142,102.9833541,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Tuek Thla,Keab,?????????,???????,???,106,10608,1060801,?????????????????,1,13.58000872,102.9388681,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Tuek Thla,Tumnob Chrey,?????????,???????,?????????,106,10608,1060802,?????????????????,1,13.57995519,102.9324018,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Tuek Thla,Tuek Thla,?????????,???????,???????,106,10608,1060803,?????????????????,1,13.58360804,102.9369893,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Tuek Thla,Phnum Bak,?????????,???????,????????,106,10608,1060805,?????????????????,1,13.59269799,102.9433778,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Tuek Thla,Dei Lou,?????????,???????,???????,106,10608,1060806,?????????????????,1,13.60264579,102.9442158,13.60378899,102.9836806
Banteay Meanchey,Serei Saophoan,Tuek Thla,Banoy,?????????,???????,????,106,10608,1060807,?????????????????,1,13.60378899,102.9836806,13.60378899,102.9836806
Banteay Meanchey,Thma Puok,Banteay Chhmar,Kouk Samraong,??????,???????????,????????,107,10701,1070101,?????????????????,1,14.10646158,103.1134699,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Kbal Tonsaong,??????,???????????,???????????,107,10701,1070102,?????????????????,1,14.09832964,103.0445722,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Banteay Chhmar Cheung,??????,???????????,??????????????,107,10701,1070103,?????????????????,1,14.07266566,103.0945452,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Kbal Krabei,??????,???????????,??????????,107,10701,1070105,?????????????????,1,14.0355461,103.1727609,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Banteay Chhmar Tboung,??????,???????????,????????????????,107,10701,1070106,?????????????????,1,14.05992416,103.101622,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Banteay Chhmar Lech,??????,???????????,??????????????,107,10701,1070107,?????????????????,1,14.07965384,103.0709331,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Thma Daekkeh,??????,???????????,?????????,107,10701,1070108,?????????????????,1,14.02628133,103.0769803,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Thlok,??????,???????????,????,107,10701,1070109,?????????????????,1,14.16983276,102.9866755,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Kouk Samraong Kaeut,??????,???????????,???????????,107,10701,1070110,?????????????????,1,14.10634423,103.1169526,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Srah Chrey,??????,???????????,????????,107,10701,1070111,?????????????????,1,14.06394881,103.0939601,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Dang Reaek,??????,???????????,??????,107,10701,1070112,?????????????????,1,14.16403523,102.9445494,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Prasat Tbaeng,??????,???????????,????????????,107,10701,1070113,?????????????????,1,14.13329292,102.9393807,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Prey Sangha,??????,???????????,?????????,107,10701,1070114,?????????????????,1,14.07048803,103.176502,13.75,103
Banteay Meanchey,Thma Puok,Banteay Chhmar,Trapeang Thlok,??????,???????????,???????????,107,10701,1070115,?????????????????,1,14.10450626,103.168083,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Kouk Prech,??????,???????,????????,107,10702,1070201,?????????????????,1,13.95784866,102.9454647,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Srae L'a,??????,???????,???????,107,10702,1070202,?????????????????,1,13.99876537,102.9441021,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Kouk Romiet,??????,???????,???????,107,10702,1070203,?????????????????,1,13.98408248,102.9529038,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Sdau,??????,???????,????,107,10702,1070204,?????????????????,1,13.99773816,102.9648143,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Thmei,??????,???????,????,107,10702,1070205,?????????????????,1,14.00329688,102.9467088,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Ta Lei,??????,???????,????,107,10702,1070206,?????????????????,1,13.98827809,102.9361256,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Sereika,??????,???????,??????,107,10702,1070207,?????????????????,1,13.99719928,102.9268006,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Ta Song,??????,???????,?????,107,10702,1070208,?????????????????,1,13.98402804,102.8989436,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Trapeang Samraong,??????,???????,????????????,107,10702,1070209,?????????????????,1,13.98409822,102.8903646,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Phlov Bambaek,??????,???????,??????????,107,10702,1070210,?????????????????,1,13.98836496,102.8760282,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Thma Chhatr,??????,???????,????????,107,10702,1070211,?????????????????,1,13.99643789,102.8661075,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Voa Preng,??????,???????,??????????,107,10702,1070212,?????????????????,1,13.98879846,102.8574977,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Pram Minea,??????,???????,?????????,107,10702,1070213,?????????????????,1,13.99749929,102.9397359,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Sameakki,??????,???????,???????,107,10702,1070214,?????????????????,1,13.99096918,102.9908054,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Banteay Mean Rit,??????,???????,??????????????,107,10702,1070215,?????????????????,1,13.95847119,102.8502373,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Spean,??????,???????,?????,107,10702,1070217,?????????????????,1,14.0279501,102.9224149,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Kandaol,??????,???????,??????,107,10702,1070218,?????????????????,1,13.92879989,102.9600439,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Kdeb Thma,??????,???????,????????,107,10702,1070219,?????????????????,1,14.03641365,102.9219592,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Boeng Ta Srei,??????,???????,?????????,107,10702,1070220,?????????????????,1,13.99580134,102.9029457,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Boeng Sokram,??????,???????,?????????,107,10702,1070221,?????????????????,1,13.92362304,102.9928598,13.75,103
Banteay Meanchey,Thma Puok,Kouk Romiet,Ta Mang,??????,???????,???????,107,10702,1070222,?????????????????,1,14.03966554,102.9369804,13.75,103
Banteay Meanchey,Thma Puok,Phum Thmei,Kab Chaor,??????,????????,???????,107,10703,1070301,?????????????????,1,13.91265406,103.0590027,13.75,103
Banteay Meanchey,Thma Puok,Phum Thmei,Kouk Svay,??????,????????,????????,107,10703,1070302,?????????????????,1,13.90546127,103.0636885,13.75,103
Banteay Meanchey,Thma Puok,Phum Thmei,Rolum Chrey,??????,????????,???????,107,10703,1070303,?????????????????,1,13.89915739,103.0665164,13.75,103
Banteay Meanchey,Thma Puok,Phum Thmei,Thmei Khang Lech,??????,????????,??????????,107,10703,1070304,?????????????????,1,13.89014236,103.0693665,13.75,103
Banteay Meanchey,Thma Puok,Phum Thmei,Thmei Kandal,??????,????????,??????????,107,10703,1070305,?????????????????,1,13.88563847,103.071254,13.75,103
Banteay Meanchey,Thma Puok,Phum Thmei,Thmei Khang Tboung,??????,????????,????????????,107,10703,1070306,?????????????????,1,13.88069327,103.0733393,13.75,103
Banteay Meanchey,Thma Puok,Phum Thmei,Totea,??????,????????,???,107,10703,1070307,?????????????????,1,13.86841868,103.0823486,13.75,103
Banteay Meanchey,Thma Puok,Thma Puok,Thma Puok,??????,??????,??????,107,10704,1070401,?????????????????,1,13.93894651,103.0570252,13.75,103
Banteay Meanchey,Thma Puok,Thma Puok,Neak Ta,??????,??????,??????,107,10704,1070402,?????????????????,1,13.93454844,103.0608278,13.75,103
Banteay Meanchey,Thma Puok,Thma Puok,Voat Chas,??????,??????,????????,107,10704,1070403,?????????????????,1,13.94246113,103.0569032,13.75,103
Banteay Meanchey,Thma Puok,Thma Puok,Kasen,??????,??????,????,107,10704,1070404,?????????????????,1,13.94250074,103.0505553,13.75,103
Banteay Meanchey,Thma Puok,Thma Puok,Svay,??????,??????,?????,107,10704,1070405,?????????????????,1,13.93168313,103.0653208,13.75,103
Banteay Meanchey,Thma Puok,Thma Puok,Thnal Dach,??????,??????,?????????,107,10704,1070406,?????????????????,1,14.00975135,103.1090973,13.75,103
Banteay Meanchey,Thma Puok,Thma Puok,Anlong Trach,??????,??????,???????????,107,10704,1070407,?????????????????,1,14.00769383,103.1292923,13.75,103
Banteay Meanchey,Thma Puok,Kouk Kakthen,Deu,??????,???????,??,107,10705,1070501,?????????????????,1,13.85288918,103.0819951,13.75,103
Banteay Meanchey,Thma Puok,Kouk Kakthen,Sdau,??????,???????,????,107,10705,1070502,?????????????????,1,13.8634398,103.085923,13.75,103
Banteay Meanchey,Thma Puok,Kouk Kakthen,Treas,??????,???????,?????,107,10705,1070503,?????????????????,1,13.8693564,103.1146155,13.75,103
Banteay Meanchey,Thma Puok,Kouk Kakthen,Kouk Kakthen,??????,???????,???????,107,10705,1070504,?????????????????,1,13.86703519,103.1195092,13.75,103
Banteay Meanchey,Thma Puok,Kouk Kakthen,Ta Siev,??????,???????,?????,107,10705,1070505,?????????????????,1,13.87461865,103.1551932,13.75,103
Banteay Meanchey,Thma Puok,Kouk Kakthen,Chonloas Dai,??????,???????,????????,107,10705,1070506,?????????????????,1,13.87408199,103.1643465,13.75,103
Banteay Meanchey,Thma Puok,Kouk Kakthen,Ta Trai,??????,???????,??????,107,10705,1070507,?????????????????,1,13.86566182,103.1768733,13.75,103
Banteay Meanchey,Thma Puok,Kouk Kakthen,Preah Chhor,??????,???????,??????,107,10705,1070508,?????????????????,1,13.88664782,103.1043736,13.75,103
Banteay Meanchey,Thma Puok,Kouk Kakthen,Kouk Kpos,??????,???????,????????,107,10705,1070509,?????????????????,1,13.84474393,103.0759389,13.75,103
Banteay Meanchey,Thma Puok,Kumru,Andoung Khlong,??????,????,???????????,107,10706,1070601,?????????????????,1,13.94690551,103.0476128,13.75,103
